canonical_question_id,url,examiner,in_ce_tip_block,assertive_phrasing,hedged_illustrative,comparative_phrasing,strength,already_in_index,context,question_text
QB10_B#q3,/meoclass1/QB10_B.html#q3,Srivastava,True,False,False,False,SUPPORTED_CE_TIP_MENTION,False,n clarifications. Joint ILO/IMO Tripartite Working Group Body coordinating seafarer welfare/harassment provisions across MLC and STCW in parallel. CE Oral Tip: Srivastava and Senthil both like MLC because it crosses into welfare and ISM territory. Anchor your answer on the December 2024 / December 2,"What amendments to the MLC 2006 are in force or coming, and what problem does each one solve?"
QB10_B#q3,/meoclass1/QB10_B.html#q3,Senthil,True,False,False,False,SUPPORTED_CE_TIP_MENTION,False,s. Joint ILO/IMO Tripartite Working Group Body coordinating seafarer welfare/harassment provisions across MLC and STCW in parallel. CE Oral Tip: Srivastava and Senthil both like MLC because it crosses into welfare and ISM territory. Anchor your answer on the December 2024 / December 2027 date split ,"What amendments to the MLC 2006 are in force or coming, and what problem does each one solve?"
QB10_B#q4,/meoclass1/QB10_B.html#q4,Simon,True,True,False,False,STRONG_CE_TIP_ASSERTION,False,"ry eff. 1 Jan 2026. IMO GISIS database Central reporting point for confirmed container-loss incidents, alongside SOLAS V/31-32 notification chain. CE Oral Tip: Simon will expect you to connect the inclinometer requirement to your own vessel type immediately, without prompting — since you sail on Mae",Which of the recent/upcoming amendments apply specifically to container ships — and why does a boxship get singled out?
QB10_B#q6,/meoclass1/QB10_B.html#q6,Rajappan,True,True,False,False,STRONG_CE_TIP_ASSERTION,False,"ty-monitoring rationale. 2011 ESP Code amendment Remote Inspection Techniques for close-up surveys, bulk carriers & oil tankers — eff. 1 Jan 2028. CE Oral Tip: Rajappan will almost certainly ask you to name the casualty behind the inclinometer rule — say ""Jupiter, bauxite cargo shift"" immediately an",Which recent/upcoming amendments apply specifically to bulk carriers?
QB10_B#q7,/meoclass1/QB10_B.html#q7,Nair,True,True,False,False,STRONG_CE_TIP_ASSERTION,False,"f. 1 Sep 2027) separately from NZF. MEPC 85 / ES.2 resumption 30 Nov–4 Dec 2026 — next decision point on NZF adoption; earliest EIF 1 Mar 2028. CE Oral Tip: If Nair asks ""when does the Net-Zero Framework come into force,"" the honest, correct answer is that it hasn't been adopted yet — give the Decem","What is the current status of the IMO Net-Zero Framework, and what happened with the North-East Atlantic ECA?"
QB10_B#q8,/meoclass1/QB10_B.html#q8,Nair,False,False,False,False,WEAK_INCIDENTAL_MENTION,False,"n of DGMA advisories responding to the elevated ship security situation around the Strait of Hormuz through 2026. Why This Section Exists Kochi MMD examiners — Nair, Simon, Rajappan, Senthil, Srivastava — routinely blend IMO convention knowledge with awareness of current domestic DGS instruments. A ",What recent DG Shipping/DGMA (India) circulars should an Indian MEO Class 1 candidate know?
QB10_B#q8,/meoclass1/QB10_B.html#q8,Simon,False,False,False,False,WEAK_INCIDENTAL_MENTION,False,"GMA advisories responding to the elevated ship security situation around the Strait of Hormuz through 2026. Why This Section Exists Kochi MMD examiners — Nair, Simon, Rajappan, Senthil, Srivastava — routinely blend IMO convention knowledge with awareness of current domestic DGS instruments. A candid",What recent DG Shipping/DGMA (India) circulars should an Indian MEO Class 1 candidate know?
QB10_B#q8,/meoclass1/QB10_B.html#q8,Rajappan,False,False,False,False,WEAK_INCIDENTAL_MENTION,False,"isories responding to the elevated ship security situation around the Strait of Hormuz through 2026. Why This Section Exists Kochi MMD examiners — Nair, Simon, Rajappan, Senthil, Srivastava — routinely blend IMO convention knowledge with awareness of current domestic DGS instruments. A candidate who",What recent DG Shipping/DGMA (India) circulars should an Indian MEO Class 1 candidate know?
QB10_B#q8,/meoclass1/QB10_B.html#q8,Srivastava,False,False,False,False,WEAK_INCIDENTAL_MENTION,False,"to the elevated ship security situation around the Strait of Hormuz through 2026. Why This Section Exists Kochi MMD examiners — Nair, Simon, Rajappan, Senthil, Srivastava — routinely blend IMO convention knowledge with awareness of current domestic DGS instruments. A candidate who can quote IMO reso",What recent DG Shipping/DGMA (India) circulars should an Indian MEO Class 1 candidate know?
QB10_B#q8,/meoclass1/QB10_B.html#q8,Senthil,False,False,False,False,WEAK_INCIDENTAL_MENTION,False,"sponding to the elevated ship security situation around the Strait of Hormuz through 2026. Why This Section Exists Kochi MMD examiners — Nair, Simon, Rajappan, Senthil, Srivastava — routinely blend IMO convention knowledge with awareness of current domestic DGS instruments. A candidate who can quote",What recent DG Shipping/DGMA (India) circulars should an Indian MEO Class 1 candidate know?
QB1_A#q1,/meoclass1/QB1_A.html#q1,Nair,True,False,False,False,SUPPORTED_CE_TIP_MENTION,True,"Act, 2025, Part IX Ch III/IV In force 15 March 2026; compulsory insurance provisions for Indian-flag vessels (replaces the 1958 Act equivalents). CE Oral Tip (Nair): Nair links P&I directly to pollution incidents and MLC abandonment. Know the IG pool structure cold: individual club retention ~$10m →",P&I Club — What is Protection & Indemnity? How does it differ from other marine insurance?
QB1_A#q2,/meoclass1/QB1_A.html#q2,Nair,True,False,False,False,SUPPORTED_CE_TIP_MENTION,True,"r — shipowner liability, precedes Fund compensation IOPC Fund Secretariat London — administers Form A levy reporting and claims: www.iopcfunds.org CE Oral Tip (Nair): The examiner will probe the structure: ""Who pays into the Fund and why is it not the shipowner?"" Answer: cargo receivers pay the levy",Fund Convention — Explain in detail.
QB1_A#q3,/meoclass1/QB1_A.html#q3,Nair,True,False,False,False,SUPPORTED_CE_TIP_MENTION,True,"Sec 162–174) In force 15 March 2026; Indian domestic implementation of LLMC (replaces the 1958 Act, Part XB); wreck removal reservation continues. CE Oral Tip (Nair/Simon): Always state the 2012 amendment figures — not the 1996 Protocol values. Baseline for ships ≤ 2,000 GT: personal injury 3.02m SD",LLMC Convention — Who pays within and after the limits?
QB1_A#q3,/meoclass1/QB1_A.html#q3,Simon,True,False,False,False,SUPPORTED_CE_TIP_MENTION,True,"62–174) In force 15 March 2026; Indian domestic implementation of LLMC (replaces the 1958 Act, Part XB); wreck removal reservation continues. CE Oral Tip (Nair/Simon): Always state the 2012 amendment figures — not the 1996 Protocol values. Baseline for ships ≤ 2,000 GT: personal injury 3.02m SDR, pr",LLMC Convention — Who pays within and after the limits?
QB1_A#q4,/meoclass1/QB1_A.html#q4,Nair,True,True,False,False,STRONG_CE_TIP_ASSERTION,True,"ct, 2025, Part IX Ch IV (Sec 196–210) In force 15 March 2026; domestic implementation of the Bunker Convention (replaces the 1958 Act equivalent). CE Oral Tip (Nair): Nair asks ""Does CLC apply to your container ship?"" — the answer is No . Bunker Convention applies for HFO bunker spills from a Maersk",Bunker Convention 2001 — Explain in detail. Why was it required despite CLC?
QB1_A#q5,/meoclass1/QB1_A.html#q5,Nair,True,False,False,False,SUPPORTED_CE_TIP_MENTION,True,"t Merchant Shipping Act, 2025, Part IX Ch III (Sec 175–195) In force 15 March 2026; Indian implementation of CLC (replaces the 1958 Act, Part XB). CE Oral Tip (Nair): Know the tanker-in-ballast scenario: if a tanker in ballast (completely clean, no cargo residue) spills bunker fuel — Bunker Conventi",CLC — Civil Liability Convention. Explain in detail.
QB1_A#q6,/meoclass1/QB1_A.html#q6,Nair,True,True,False,False,STRONG_CE_TIP_ASSERTION,True,"ovember 2027 LLMC 1996 Fallback limitation regime for HNS claims until 29 Nov 2027 IMO — HNS www.imo.org/en/OurWork/Legal/Pages/HNSConvention.aspx CE Oral Tip (Nair): If asked ""what happens if HNS pollution occurs today?"" — answer: the HNS Convention is confirmed but not yet in force (29 November 20",HNS Convention — For whom does it apply? Is it in force? What is the HNS Protocol and HNS Fund?
QB1_A#q7,/meoclass1/QB1_A.html#q7,Nair,True,False,False,False,SUPPORTED_CE_TIP_MENTION,True,"for lien claims (replaces the 1958 Act equivalents). MLM Convention 1993 International Maritime Liens and Mortgages Convention — priority ranking CE Oral Tip (Nair): ""How is the CE related to the Admiralty Act?"" — the direct answer is: wage arrears. Under the Admiralty Act 2017, wages owed to the CE",Admiralty Law — Explain. How is the Chief Engineer related to the Admiralty Act?
QB1_A#q8,/meoclass1/QB1_A.html#q8,Nair,True,False,False,False,SUPPORTED_CE_TIP_MENTION,True,"hant Shipping Act, 2025, Part V (Sec 79, 86–90) In force 15 March 2026; crew wages — statutory basis for lien (replaces the 1958 Act equivalents). CE Oral Tip (Nair): The CE's wages rank first (highest) in lien priority — above bank mortgages and above salvage. If the company becomes insolvent and t",Maritime Lien — Explain.
QB1_A#q9,/meoclass1/QB1_A.html#q9,Nair,True,False,False,True,WEAK_COMPARATIVE_MENTION,True,"ng Act, 2025 — verify against current B/L terms rather than statute. Bills of Lading YAR incorporated by reference in most B/Ls and charterparties CE Oral Tip (Nair/Simon): Cross-link Q9 with Q27: an engine room fire handled by the CE can simultaneously trigger both GA (intentional flooding of a hol",General Average — Explain including act and procedure followed.
QB1_A#q9,/meoclass1/QB1_A.html#q9,Simon,True,False,False,True,WEAK_COMPARATIVE_MENTION,True,"t, 2025 — verify against current B/L terms rather than statute. Bills of Lading YAR incorporated by reference in most B/Ls and charterparties CE Oral Tip (Nair/Simon): Cross-link Q9 with Q27: an engine room fire handled by the CE can simultaneously trigger both GA (intentional flooding of a hold to ",General Average — Explain including act and procedure followed.
QB1_A#q10,/meoclass1/QB1_A.html#q10,Nair,True,False,False,False,SUPPORTED_CE_TIP_MENTION,True,ITC (Hulls) 1983/1995 — Cl.13 Duty of assured clause — sue and labour in hull policies ICC (A) — Cl.16 Duty of assured in Institute Cargo Clauses CE Oral Tip (Nair): The key distinction Nair tests: sue and labour is action by the insured — the CE directing his crew. Salvage is action by an independe,Sue and Labour Clause — Explain.
QB1_A#q11,/meoclass1/QB1_A.html#q11,Nair,True,False,False,False,SUPPORTED_CE_TIP_MENTION,True,SCOPIC 2014 Special Compensation P&I Clause — replaces Art. 14; tariff + 25% uplift Nairobi Convention 2007 Wreck removal — separate from salvage CE Oral Tip (Nair/Simon): SCOPIC must be invoked in writing by the salvor — it is not automatic. The master invokes it with P&I club agreement; the CE pro,Salvage and SCOPIC — Different types of salvage. What is SCOPIC?
QB1_A#q11,/meoclass1/QB1_A.html#q11,Simon,True,False,False,False,SUPPORTED_CE_TIP_MENTION,True,IC 2014 Special Compensation P&I Clause — replaces Art. 14; tariff + 25% uplift Nairobi Convention 2007 Wreck removal — separate from salvage CE Oral Tip (Nair/Simon): SCOPIC must be invoked in writing by the salvor — it is not automatic. The master invokes it with P&I club agreement; the CE provide,Salvage and SCOPIC — Different types of salvage. What is SCOPIC?
QB1_A#q12,/meoclass1/QB1_A.html#q12,Simon,True,False,False,False,SUPPORTED_CE_TIP_MENTION,True,t — legal basis for all ITC provisions Inchmaree Case 1887 Thames and Mersey Marine Insurance v Hamilton (1887) — origin of machinery peril clause CE Oral Tip (Simon): Simon focuses on Clause 6 — particularly the Inchmaree Clause. The test is due diligence : a CE's documented maintenance failure tha,ITC (Institute Time Clauses) — What are the clauses in it?
QB1_A#q13,/meoclass1/QB1_A.html#q13,Nair,True,False,False,False,SUPPORTED_CE_TIP_MENTION,True,"rom ship operations — related but separate regime MARPOL Annex VI Incinerator requirements — operational, governed by Annex VI not London Protocol CE Oral Tip (Nair): The London Convention/Protocol distinction from MARPOL is a classic Nair cross-question trap. The clean answer: ""MARPOL governs what ",London Convention — Explain with cross questions.
QB1_A#q14,/meoclass1/QB1_A.html#q14,Nair,True,False,False,False,SUPPORTED_CE_TIP_MENTION,True,"ory for ships ≥400 GT MARPOL Annex II — Reg.17 SMPEP — mandatory on NLS/HNS-carrying vessels MEPC.54(32) SOPEP Guidelines — structure and contents CE Oral Tip (Nair): Know the difference between SOPEP and SMPEP: SOPEP = oil pollution; SMPEP = NLS/HNS (chemical tankers, Annex II ships). A Maersk cont",OPRC Convention — Full form and explanation.
QB1_A#q15,/meoclass1/QB1_A.html#q15,Nair,True,False,False,False,SUPPORTED_CE_TIP_MENTION,True,"Annex I — Reg.37 SOPEP — shipboard component of NOSDCP response chain DGS Circulars Pollution reporting requirements for vessels in Indian waters CE Oral Tip (Nair): ""Who coordinates oil spill response in Indian waters?"" — Indian Coast Guard, not DGS. DGS handles flag state and certification matters",NOSDCP — Explain.
QB1_A#q16,/meoclass1/QB1_A.html#q16,Nair,True,False,False,False,SUPPORTED_CE_TIP_MENTION,True,e June 2025 — IHM mandatory; ship-recycling-specific Basel complement EU SRR EU Ship Recycling Regulation — parallel regime for EU-flagged vessels CE Oral Tip (Nair): HKC entered into force June 2025 — this is current and examiners will test it. IHM Part I is a living document that the CE must maint,Basel Convention — Explain. Certificates. PIC. ESM.
QB1_A#q17,/meoclass1/QB1_A.html#q17,Nair,True,False,False,False,SUPPORTED_CE_TIP_MENTION,True,"rce 28 July 2010; WMD, boarding provisions, 4-hour rule ISPS Code SOLAS Chapter XI-2 — preventive security measures; operational complement to SUA CE Oral Tip (Nair): SUA vs ISPS distinction: ISPS = preventive operational measures on ships and ports. SUA = criminal law convention defining offences a",SUA Convention — Details and new amendments.
QB1_A#q18,/meoclass1/QB1_A.html#q18,Nair,True,False,False,False,SUPPORTED_CE_TIP_MENTION,True,ity notification — security layer to FAL facilitation DGS MS Notice — PANS India: Pre-Arrival Notification of Security — 96-hour submission to DGS CE Oral Tip (Nair): IMO MSW mandatory from 1 January 2024 — know this date. FAL creates the data framework; ISPS uses that data for security screening. C,FAL Convention — Explanation and its effect on maritime security.
QB1_A#q19,/meoclass1/QB1_A.html#q19,Nair,True,True,False,False,STRONG_CE_TIP_ASSERTION,True,"ement of MARPOL discharge standards in EEZ UNCLOS Art. 90 Right of navigation — every State's right to sail ships flying its flag on the high seas CE Oral Tip (Nair): Nair asks ""under which provision does your ship sail?"" — have a zone-by-zone answer ready. The most important CE-specific point: in t",UNCLOS — Under which provision does your ship sail? EEZ and Continental Shelf explained.
QB1_A#q20,/meoclass1/QB1_A.html#q20,Nair,True,True,False,False,STRONG_CE_TIP_ASSERTION,True,"and subsoil UNCLOS Art. 92 High seas — flag state exclusive jurisdiction UNCLOS Art. 220 Coastal state enforcement jurisdiction over MARPOL in EEZ CE Oral Tip (Nair): This conceptual distinction is a favourite Nair cross-question after Q19. The clean answer: ""Sovereignty = all laws apply. Sovereign ",Difference between Sovereign Rights and Jurisdiction under UNCLOS.
QB1_A#q21,/meoclass1/QB1_A.html#q21,Nair,True,False,False,False,SUPPORTED_CE_TIP_MENTION,True,"it passage — stronger right through international straits MARPOL Wilful discharge in territorial sea = non-innocent act under UNCLOS Art. 19(2)(h) CE Oral Tip (Nair): Nair's key question: ""What makes a passage non-innocent?"" State all items from Art. 19(2) but always emphasise wilful and serious pol",Innocent Passage under UNCLOS — Explain.
QB1_A#q22,/meoclass1/QB1_A.html#q22,Nair,True,True,False,False,STRONG_CE_TIP_ASSERTION,True,c legislation defining maritime zones under UNCLOS coastal-state rights Paris MOU / Indian Ocean MOU PSC coordination among port state authorities CE Oral Tip (Nair): The matrix question — Nair may draw three columns (flag/port/coastal state) and ask you to fill in the zones. Know it cold. The key C,"Port State, Coastal State, Flag State — duties in each maritime zone."
QB1_A#q23,/meoclass1/QB1_A.html#q23,Nair,True,False,False,False,SUPPORTED_CE_TIP_MENTION,True,risdiction for piracy on the high seas — distinct from hot pursuit M/V Saiga (No.2) 1999 ITLOS — leading case on conditions for lawful hot pursuit CE Oral Tip (Nair): Hot pursuit is a coastal state right requiring all six conditions simultaneously . The critical CE point: if pursuit is interrupted —,Hot Pursuit — Definition and conditions required.
QB1_A#q24,/meoclass1/QB1_A.html#q24,Nair,True,False,False,False,SUPPORTED_CE_TIP_MENTION,True,ements UNCLOS Art. 94 Flag state duty to investigate casualties IMO GISIS Global Integrated Shipping Information System — casualty report database CE Oral Tip (Nair): The firewall is the Class 1 differentiator — safety investigation statements are not admissible in criminal proceedings (when flag st,Casualty Investigation Code — Why? How to report? Human elements to consider.
QB1_A#q25,/meoclass1/QB1_A.html#q25,Nair,True,True,False,False,STRONG_CE_TIP_ASSERTION,True,"DR data, digital evidence, consular access Vienna Convention 1963 Consular relations — right of foreign seafarers to consular access when detained CE Oral Tip (Nair): Nair expects you to name Resolution A.987(24) — not a vague reference to ""MLC"" alone. The examiner tests whether you know the joint I",Fair Treatment of Seafarers — Where is it mentioned?
QB1_A#q26,/meoclass1/QB1_A.html#q26,Nair,True,False,False,False,SUPPORTED_CE_TIP_MENTION,True,"Convention; ICG and port authority powers (replaces the 1958 Act equivalent). COLREGS 1972 Rule 28 — marking of wrecks; SOLAS distress provisions CE Oral Tip (Nair): If pressed on India's enforcement mechanism: ""India is a contracting state to the Nairobi Wreck Convention. Domestically, execution po","Wreck Convention — In open sea, who is responsible for a wreck?"
QB1_A#q27,/meoclass1/QB1_A.html#q27,Nair,True,False,False,False,SUPPORTED_CE_TIP_MENTION,True,"implementation of Hague Rules Hamburg Rules 1978 Shipper-friendly alternative — not adopted by major maritime nations; comparison reference CE Oral Tip (Simon/Nair): The nautical fault defence is the most CE-relevant clause — and the most misunderstood. ""Management of the vessel"" = engine room acts ",Hague-Visby Rules — Explain.
QB1_A#q27,/meoclass1/QB1_A.html#q27,Simon,True,False,False,False,SUPPORTED_CE_TIP_MENTION,True,"mestic implementation of Hague Rules Hamburg Rules 1978 Shipper-friendly alternative — not adopted by major maritime nations; comparison reference CE Oral Tip (Simon/Nair): The nautical fault defence is the most CE-relevant clause — and the most misunderstood. ""Management of the vessel"" = engine roo",Hague-Visby Rules — Explain.
QB1_A#q28,/meoclass1/QB1_A.html#q28,Nair,True,False,False,False,SUPPORTED_CE_TIP_MENTION,True,brogation provisions in hull policies P&I Club Rules Subrogation provisions vary by club — clubs generally waive against members for ordinary acts CE Oral Tip (Nair): Subrogation vs assignment: assignment = voluntary transfer of rights before payment (by agreement); subrogation = automatic legal rig,Subrogation — Explain in context of marine insurance.
QB1_A#q29,/meoclass1/QB1_A.html#q29,Nair,True,False,False,False,SUPPORTED_CE_TIP_MENTION,True,tional Group of P&I Clubs — pooling and reinsurance structure Lloyd's Act 1982 (UK) Lloyd's of London — marketplace where IG reinsurance is placed CE Oral Tip (Nair): The IG pool thresholds are frequently examined at Class 1 level — know all four tiers: $10m (club retention) → $100m (pool) → $2.35bn,Reinsurance — Types (Facultative and Obligatory).
QB1_A#q30,/meoclass1/QB1_A.html#q30,Nair,True,False,False,False,SUPPORTED_CE_TIP_MENTION,True,"et-zero 2050; 20–30% by 2030; 70–80% by 2040 IMO — MEPC https://www.imo.org/en/mediacentre/meetingsummaries/pages/temporary-mepc-84th-session.aspx CE Oral Tip (Nair): MEPC outcomes are live regulatory developments — Nair tests whether you read beyond textbooks and know the current status, not last y",MEPC 84 Outcomes — Explain with cross questions.
QB1_B#q1,/meoclass1/QB1_B.html#q1,Nair,True,False,False,False,SUPPORTED_CE_TIP_MENTION,True,"MARPOL Annex II/III / General Definitions of hazardous substances and noxious liquid substances in bulk/packages. CE Oral Tip: Kochi MMD surveyors (especially Nair/Rajappan) love to trap candidates on whether a container vessel faces HNS liability. Answer clearly: ""Yes, sir, for packaged dangerous g","Explain the HNS Convention — to whom does it apply, when does it enter into force, and until then what is the liability/compensation fallback (LLMC limits)?"
QB1_B#q1,/meoclass1/QB1_B.html#q1,Rajappan,True,False,False,False,SUPPORTED_CE_TIP_MENTION,False,"OL Annex II/III / General Definitions of hazardous substances and noxious liquid substances in bulk/packages. CE Oral Tip: Kochi MMD surveyors (especially Nair/Rajappan) love to trap candidates on whether a container vessel faces HNS liability. Answer clearly: ""Yes, sir, for packaged dangerous goods","Explain the HNS Convention — to whom does it apply, when does it enter into force, and until then what is the liability/compensation fallback (LLMC limits)?"
QB1_B#q3,/meoclass1/QB1_B.html#q3,Nair,True,True,True,False,SUPPORTED_ILLUSTRATIVE_CE_TIP,True,"amage on the shipowner. UNCLOS 1982 / Article 97 Penal jurisdiction in matters of collision or other incidents of navigation. CE Oral Tip: Examiners like Capt. Nair often ask: ""If the owner sells the ship, does the crew's claim for back-wages vanish?"" Your answer must be firm: ""No, sir. Crew wages c","Give an overview of Admiralty Law as it applies to a ship — cover Maritime Lien, Tort, and Statutory Liability"
QB1_B#q10,/meoclass1/QB1_B.html#q10,Nair,True,True,False,False,STRONG_CE_TIP_ASSERTION,True,"1992 / Article VII Mandatory financial security certificate (Blue Card) required onboard for bulk cargo oil. CE Oral Tip: Kochi MMD surveyors (especially Capt. Nair) love to ask: ""Your container ship has spilled 500 tons of fuel oil in port. How much money can the state claim from the CLC fund?"" Ans","Explain the CLC (Civil Liability Convention) — scope and application, including in the context of a bunker-spill incident"
QB1_B#q11,/meoclass1/QB1_B.html#q11,Nair,True,True,False,False,STRONG_CE_TIP_ASSERTION,True,"OLAS Chapter V / Regulation 33 Master’s authority to contract salvage services and command life-saving/property mitigation actions. CE Oral Tip: If Rajappan or Nair asks: ""Who pays for SCOPIC?"" state clearly: ""Sir, SCOPIC is funded entirely by the shipowner's P&I Club because it represents an expend","What is Salvage, and explain SCOPIC (Special Compensation P&I Clause)"
QB1_B#q11,/meoclass1/QB1_B.html#q11,Rajappan,True,True,False,False,STRONG_CE_TIP_ASSERTION,True,"asualties. SOLAS Chapter V / Regulation 33 Master’s authority to contract salvage services and command life-saving/property mitigation actions. CE Oral Tip: If Rajappan or Nair asks: ""Who pays for SCOPIC?"" state clearly: ""Sir, SCOPIC is funded entirely by the shipowner's P&I Club because it represen","What is Salvage, and explain SCOPIC (Special Compensation P&I Clause)"
QB1_B#q12,/meoclass1/QB1_B.html#q12,Simon,True,True,True,False,SUPPORTED_ILLUSTRATIVE_CE_TIP,False,"s. Supplementary Protocol / Article 4 Escalates the compensation ceiling to 750M SDR via the Tier 3 global asset pool. CE Oral Tip: When an examiner like Capt. Simon asks: ""Why do we need a Fund Convention if the shipowner already pays under the CLC?"" Answer like an expert: ""Sir, the CLC cap is base",Explain civil liability in the context of the CLC and the Fund Convention — how do they work together for oil pollution compensation?
QB1_B#q13,/meoclass1/QB1_B.html#q13,Nair,True,True,True,False,SUPPORTED_ILLUSTRATIVE_CE_TIP,True,"of the voyage. CLC 1992 / Article VII Requires mandatory P&I insurance backing for vessels carrying bulk oil cargo. CE Oral Tip: Kochi MMD examiners like Capt. Nair will ask: ""What does the 'Mutual' part of a P&I club mean?"" Answer clearly: ""Sir, mutuality means the shipowners are both the insurers ","What is marine insurance, and how does P&I Club cover differ from other forms of insurance?"
QB1_B#q14,/meoclass1/QB1_B.html#q14,Simon,True,True,False,False,STRONG_CE_TIP_ASSERTION,True,"protecting shipowners from liability for cargo damage resulting from fire or sea perils, enabling GA claims. CE Oral Tip: Kochi MMD surveyors (especially Capt. Simon) love to ask: ""If you burn extra diesel fuel to run fire pumps during a cargo hold fire, is that fuel cost paid by the shipowner?"" Ans","What is General Average, and what is the procedure followed onboard when GA is declared?"
QB1_B#q20,/meoclass1/QB1_B.html#q20,Simon,True,True,False,False,STRONG_CE_TIP_ASSERTION,True,"eral Subrogated claims are still subject to the general tonnage-based limitation caps of the defendant ship. CE Oral Tip: Kochi MMD examiners (especially Capt. Simon) may ask: ""Your ship was damaged by a negligent shipyard during drydock. Your insurance company paid you for repairs. Can you now sue ",What is subrogation in the context of marine insurance/P&I claims?
