canonical_question_id,url,examiner,in_ce_tip_block,assertive_phrasing,hedged_illustrative,comparative_phrasing,strength,already_in_index,context,question_text
QB2_A#q1,/meoclass1/QB2_A.html#q1,Nair,True,False,False,True,WEAK_COMPARATIVE_MENTION,False,"e of Cargo), aligned with DGMA circulars. Inspection Standards ISO 1496 Series (Series 1 freight containers — Specification and testing). CE Oral Tip: Examiner Nair frequently jumps from the CSC plate directly to the distinction between ACEP and PES. Do not confuse the two. Clearly state that ACEP d","CSC Convention — what it covers, container testing, approval methods, certification, and how reefer container testing differs."
QB2_A#q2,/meoclass1/QB2_A.html#q2,Nair,False,False,False,False,WEAK_INCIDENTAL_MENTION,False,"ations due to systemic container weight misdeclarations, where actual weights exceeded the manifest by up to 50 tonnes across individual bays. 🔗 Examiner Chain Nair/Simon follow this track: Who signs the VGM? → Can the ship weigh it? → What happens to the lashing calculations if the bottom container","VGM — who is responsible, two certified methods, CE's verification duties, master's authority to reject, and dangers of misdeclaration."
QB2_A#q2,/meoclass1/QB2_A.html#q2,Rajappan,True,True,False,False,STRONG_CE_TIP_ASSERTION,False,"hipping Notice on VGM compliance metrics. Port State Control Hard target parameter during structural and administrative safety audits. CE Oral Tip: If Examiner Rajappan asks: ""The terminal scale shows a weight 2 tonnes heavier than the shipper's signed Method 2 VGM document. Which one do you use?"" A","VGM — who is responsible, two certified methods, CE's verification duties, master's authority to reject, and dangers of misdeclaration."
QB2_A#q3,/meoclass1/QB2_A.html#q3,Rajappan,False,False,False,False,WEAK_INCIDENTAL_MENTION,False,"rner posts collapsed due to undetected localized corrosion, which reduced their original 6 mm thickness profile below safety thresholds. 🔗 Examiner Chain Simon/Rajappan trend: Corten material mechanics → Wall thicknesses → Structural repair limits → Hot work safety certificates inside container hold","Container material — why Corten steel, key properties, wall thickness by component, and why corrugation is used."
QB2_A#q4,/meoclass1/QB2_A.html#q4,Simon,True,True,False,False,STRONG_CE_TIP_ASSERTION,False,"omated manifest exchange). WCO Framework World Customs Organization SAFE Framework of Standards to secure and facilitate global trade. CE Oral Tip: If Examiner Simon asks you: ""What is the practical purpose of the Check Digit, and how does it affect you as Chief Engineer?"" state clearly: The check d","Container tracking — who tracks them, for what purpose, and what technology is used including ISO 6346."
QB2_A#q4,/meoclass1/QB2_A.html#q4,Senthil,False,False,False,False,WEAK_INCIDENTAL_MENTION,False,"fraudulent container cloning allowed undeclared hazardous materials to bypass customs, resulting in subsequent shipboard hold explosions. 🔗 Examiner Chain Nair/Senthil usually follow this track: Explain ISO 6346 → What does 'U' stand for? → How does a terminal track container positions? → How do sma","Container tracking — who tracks them, for what purpose, and what technology is used including ISO 6346."
QB2_A#q5,/meoclass1/QB2_A.html#q5,Simon,False,False,False,False,WEAK_INCIDENTAL_MENTION,False,"equiring extensive shipboard engineering stabilization, hold bilge monitoring, and structural evaluations before arriving at a safe port. 🔗 Examiner Chain Nair/Simon follow this line: Container falls overboard → Action as CE → Trap: Pumping ballast for list → Punctured fuel tank vent actions → Seawa",Container lost at sea — what are all your actions as Chief Engineer?
QB2_A#q5,/meoclass1/QB2_A.html#q5,Senthil,True,True,False,False,STRONG_CE_TIP_ASSERTION,False,"datory reporting systems for lost containers. ISM Code Section 8 (Emergency Preparedness guidelines and mandatory safety checklists). CE Oral Tip: When Nair or Senthil asks about a container loss, ensure you emphasize checking MARPOL Annex III items . You must demonstrate the awareness that if any o",Container lost at sea — what are all your actions as Chief Engineer?
QB2_A#q6,/meoclass1/QB2_A.html#q6,Nair,False,False,False,False,WEAK_INCIDENTAL_MENTION,False,"f traditional shipboard firefighting equipment, directly accelerating the IMO's implementation of water lances and enhanced monitor standards. 🔗 Examiner Chain Nair/Senthil follow this track: What are the latest SOLAS updates for containers? → Detail the lost container reporting rules → How do you t",Recent container vessel safety developments — latest SOLAS amendments and IMO guidance.
QB2_A#q7,/meoclass1/QB2_A.html#q7,Nair,True,False,False,False,SUPPORTED_CE_TIP_MENTION,False,um battery fires). Emergency Schedules EmS Fire Schedule F-A (General Fire Schedule) and Spill Schedule S-I (Flammable Toxic Substances). CE Oral Tip: Examiner Nair often focuses on the toxicity of the smoke during Class 9 battery incidents. Always state that your engineering team preparing to assis,Li-ion battery fire on a container vessel — thermal runaway mechanism and CE's actions.
QB2_A#q7,/meoclass1/QB2_A.html#q7,Simon,False,False,False,False,WEAK_INCIDENTAL_MENTION,False,"exacerbated by numerous electric vehicles undergoing thermal runaway, ultimately leading to the total loss and sinking of the vessel. 🔗 Examiner Chain Senthil/Simon follow this sequence: Define thermal runaway → Why doesn't CO2 work? → Actions for hold ventilation → Managing stability and bilge wate",Li-ion battery fire on a container vessel — thermal runaway mechanism and CE's actions.
QB2_A#q7,/meoclass1/QB2_A.html#q7,Senthil,False,False,False,False,WEAK_INCIDENTAL_MENTION,False,"rgo fire exacerbated by numerous electric vehicles undergoing thermal runaway, ultimately leading to the total loss and sinking of the vessel. 🔗 Examiner Chain Senthil/Simon follow this sequence: Define thermal runaway → Why doesn't CO2 work? → Actions for hold ventilation → Managing stability and b",Li-ion battery fire on a container vessel — thermal runaway mechanism and CE's actions.
QB2_A#q8,/meoclass1/QB2_A.html#q8,Nair,False,False,False,False,WEAK_INCIDENTAL_MENTION,False,"s, resulting in a prolonged, multi-day firefighting operation that highlighted the extreme difficulty of tackling large-scale container fires. 🔗 Examiner Chain Nair/Rajappan follow this sequence: What causes deck fires? → Explain EmS breakdown → How do you handle a fire in a container stacked 5-high","Container deck fire — major reasons, EmS structure, and firefighting procedure."
QB2_A#q8,/meoclass1/QB2_A.html#q8,Simon,True,True,False,False,STRONG_CE_TIP_ASSERTION,False,"International Code for Fire Safety Systems (FSS Code). Safety Matrix Shipboard Fire Control Plan approved by Classification Societies. CE Oral Tip: If Examiner Simon asks: ""You have a deck fire on a container whose manifest is missing, and you cannot find its EmS code. What is your default firefight","Container deck fire — major reasons, EmS structure, and firefighting procedure."
